Gestor;Canal de Origem;Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor;Análise da Recusa
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Cotegipe;M;entre 41 a 50 anos;2024;11;05/11/2024;14/11/2024;Vivo - Telefônica;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Atendimento / SAC;SAC - Demanda não resolvida / não respondida / respondida após o prazo;Telefone;S;S;Finalizada avaliada;Resolvida;4;
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;Joinville;M;entre 41 a 50 anos;2024;11;05/11/2024;14/11/2024;Mercado Livre;Empresas de Intermediação de Serviços / Negócios;Produtos Eletrodomésticos e Eletrônicos;Acessório para eletroeletrônicos (pilhas, baterias etc);Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada avaliada;Resolvida;5;
Instituto Municipal de Proteção e Defesa do Consumidor;Plataforma Web;SE;RJ;Rio de Janeiro;F;entre 31 a 40 anos;2024;11;05/11/2024;08/11/2024;Bradesco Cartões;Bancos, Financeiras e Administradoras de Cartão;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada avaliada;Resolvida;5;
Secretaria Nacional do Consumidor;Plataforma Web;NE;PI;Teresina;M;entre 31 a 40 anos;2024;11;05/11/2024;05/11/2024;Ventisol;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Produtos Eletrodomésticos e Eletrônicos;Ar condicionado, ventilador e aquecedor;Vício de Qualidade;Falta de peça de reposição;Internet;S;S;Finalizada avaliada;Resolvida;5;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Presidente Prudente;M;entre 31 a 40 anos;2024;11;05/11/2024;14/11/2024;Mercado Livre;Empresas de Intermediação de Serviços / Negócios;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada avaliada;Não Resolvida;1;
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Curitiba;M;entre 41 a 50 anos;2024;11;05/11/2024;08/11/2024;Carrefour.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Ar condicionado, ventilador e aquecedor;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Resolvida;3;
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;São José dos Pinhais;F;entre 31 a 40 anos;2024;11;05/11/2024;14/11/2024;PicPay;Empresas de Pagamento Eletrônico;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;5;
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Curitiba;F;entre 41 a 50 anos;2024;11;05/11/2024;07/11/2024;Clinipam;Operadoras de Planos de Saúde e Administradoras de Benefícios;Saúde;Plano de Saúde (convênio, autogestão, seguro saúde );Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (exceto SAC);Domicílio;S;S;Finalizada avaliada;Não Resolvida;1;
Secretaria Nacional do Consumidor;Plataforma Web;NE;MA;São Luís;M;entre 31 a 40 anos;2024;11;05/11/2024;07/11/2024;Netshoes;Comércio Eletrônico;Demais Produtos;Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Resolvida;1;
Secretaria Nacional do Consumidor;Plataforma Web;CO;MS;Campo Grande;M;entre 31 a 40 anos;2024;11;05/11/2024;14/11/2024;Energisa Mato Grosso do Sul ;Energia Elétrica;Água, Energia, Gás;Energia Elétrica;Cobrança / Contestação;Renegociação / parcelamento de dívida;Domicílio;N;S;Finalizada avaliada;Não Resolvida;1;
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Salvador;F;entre 41 a 50 anos;2024;11;05/11/2024;;Facta Financeira;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Atendimento / SAC;SAC - Descortesia / despreparo / demora;Ganhei de presente;S;N;Finalizada avaliada;Não Resolvida;1;
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Salvador;F;entre 41 a 50 anos;2024;11;05/11/2024;07/11/2024;Shopee Brasil;Comércio Eletrônico;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem etc);Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Internet;S;S;Finalizada avaliada;Não Resolvida;1;
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Curitiba;M;entre 31 a 40 anos;2024;11;05/11/2024;13/11/2024;Sem Parar;Empresas de Pagamento Eletrônico;Serviços Financeiros;Serviço de pagamento online/ via celular/ maquininha;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 31 a 40 anos;2024;11;05/11/2024;14/11/2024;Vivo - Telefônica;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho de telefone fixo / interfone;Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Internet;S;S;Finalizada avaliada;Não Resolvida;1;
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;São João Del Rei;F;entre 31 a 40 anos;2024;11;05/11/2024;13/11/2024;Nubank;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Investimentos / Aplicações / Câmbio / Previdência Privada;Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1;
Instituto Municipal de Proteção e Defesa do Consumidor;Plataforma Web;SE;RJ;Rio de Janeiro;M;entre 41 a 50 anos;2024;11;06/11/2024;16/11/2024;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Taboão da Serra;F;entre 31 a 40 anos;2024;11;06/11/2024;;Centro Universitário FMU;Estabelecimentos de Ensino;Educação;Superior ( Graduação e Pós );Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Internet;S;N;Finalizada avaliada;Não Resolvida;1;
Secretaria Nacional do Consumidor;Plataforma Web;N ;PA;Ananindeua;M;entre 31 a 40 anos;2024;11;06/11/2024;14/11/2024;Claro Residencial;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Internet;S;S;Finalizada avaliada;Não Resolvida;1;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Taubaté;F;entre 61 a 70 anos;2024;11;06/11/2024;13/11/2024;Claro Residencial;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Cobrança / Contestação;Renegociação / parcelamento de dívida;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;3;
Secretaria Nacional do Consumidor;Plataforma Web;NE;MA;Brejo;M;entre 51 a 60 anos;2024;11;06/11/2024;13/11/2024;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Cobrança / Contestação;Negativação indevida referente à pagamento já efetuado;Loja física;S;S;Finalizada avaliada;Não Resolvida;5;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 41 a 50 anos;2024;11;06/11/2024;14/11/2024;Smartfit;Serviços Esportivos;Demais Serviços ;Cultura / Esporte / Lazer / Eventos (shows, jogos, cinema, teatro, festas, clubes, academias de ginástica);Atendimento / SAC;Dificuldade de contato / demora no atendimento;Internet;S;S;Finalizada avaliada;Resolvida;1;
Nucleo de Defesa do Consumidor da Defensoria Publica;Plataforma Web;SE;RJ;Maricá;M;entre 31 a 40 anos;2024;11;06/11/2024;12/11/2024;Enel Distribuição Rio (Ampla);Energia Elétrica;Água, Energia, Gás;Energia Elétrica;Cobrança / Contestação;Cobrança por serviços não realizados / atrasados ou por consumo elevado;Internet;S;S;Finalizada avaliada;Não Resolvida;1;
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Severiano de Almeida;M;entre 21 a 30 anos;2024;11;06/11/2024;14/11/2024;Banco Inter (Banco Intermedium);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Atendimento / SAC;SAC - Dificuldade de contato / acesso;Internet;S;S;Finalizada avaliada;Não Resolvida;1;
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Curitiba;F;entre 41 a 50 anos;2024;11;06/11/2024;13/11/2024;Unimed Curitiba;Operadoras de Planos de Saúde e Administradoras de Benefícios;Saúde;Plano de Saúde (convênio, autogestão, seguro saúde );Cobrança / Contestação;Cobrança de valores não previstos / não informados (multa, encargos, honorários etc);Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5;
Superintendência de Proteção e Defesa do Consumidor;Plataforma Web;CO;GO;Goiânia;M;entre 21 a 30 anos;2024;11;06/11/2024;11/12/2024;Equatorial Goiás;Energia Elétrica;Água, Energia, Gás;Energia Elétrica;Cobrança / Contestação;Faturamento Mini/Microgeração - erro no cálculo/uso dos créditos (energia solar, eólica etc);Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;Criciúma;F;entre 21 a 30 anos;2024;11;06/11/2024;12/11/2024;Crefisa;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Internet;S;S;Finalizada avaliada;Não Resolvida;1;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 31 a 40 anos;2024;11;06/11/2024;11/11/2024;Latam Airlines (Tam);Transporte Aéreo;Transportes;Aéreo;Vício de Qualidade;Cancelamento de voo;Internet;N;S;Finalizada avaliada;Resolvida;5;
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;Criciúma;M;entre 61 a 70 anos;2024;11;06/11/2024;;Porto Seguro Cartões e Financiamentos;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cartão não solicitado - Envio ou cobrança;Internet;S;N;Finalizada avaliada;Não Resolvida;1;
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;F;entre 31 a 40 anos;2024;11;06/11/2024;07/11/2024;Shopee Brasil;Comércio Eletrônico;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Atendimento / SAC;Dificuldade de contato / demora no atendimento;Internet;S;S;Finalizada avaliada;Não Resolvida;1;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Bragança Paulista;M;entre 31 a 40 anos;2024;11;06/11/2024;12/11/2024;Dental Uni;Operadoras de Planos de Saúde e Administradoras de Benefícios;Saúde;Plano Odontológico (convênio, autogestão, seguro saúde );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Não Resolvida;1;
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Salvador;M;entre 41 a 50 anos;2024;11;06/11/2024;12/11/2024;Brasilseg (BB Seguros);Seguros, Capitalização e Previdência;Serviços Financeiros;Seguro Residencial / Condomínio;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1;
Secretaria Nacional do Consumidor;Plataforma Web;NE;AL;Maceió;M;entre 31 a 40 anos;2024;11;06/11/2024;14/11/2024;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Internet;S;S;Finalizada avaliada;Não Resolvida;1;
Superintendência de Proteção e Defesa do Consumidor;Plataforma Web;CO;GO;Catalão;M;entre 31 a 40 anos;2024;11;06/11/2024;11/12/2024;Equatorial Goiás;Energia Elétrica;Água, Energia, Gás;Energia Elétrica;Contrato / Oferta;Dificuldade para Conexão de Mini/Microgeração (energia solar, eólica etc);Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;São Francisco do Conde;F;entre 61 a 70 anos;2024;11;06/11/2024;07/11/2024;iFood;Empresas de Intermediação de Serviços / Negócios;Demais Serviços ;Serviços de entrega / delivery;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Não Resolvida;1;
Programa Estadual de Proteção e Defesa do Consumidor - DECON/CE;Plataforma Web;NE;CE;Fortaleza;M;entre 31 a 40 anos;2024;11;06/11/2024;14/11/2024;Latam Pass;Programas de Fidelidade;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Dados Pessoais e Privacidade;Vazamento de dados ou outros incidentes de segurança (acessos não autorizados e situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou tratamento inadequado ou ilícito);Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5;
Instituto Municipal de Proteção e Defesa do Consumidor;Plataforma Web;SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2024;11;06/11/2024;11/11/2024;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos de Telefonia e Informática;Acessórios e periféricos (monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Vício de Qualidade;Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica;Internet;S;S;Finalizada avaliada;Não Resolvida;1;
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;Chapecó;M;entre 51 a 60 anos;2024;11;06/11/2024;07/11/2024;Smiles;Programas de Fidelidade;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Internet;S;S;Finalizada avaliada;Resolvida;5;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Sertãozinho;F;entre 41 a 50 anos;2024;11;06/11/2024;13/11/2024;C6 Bank;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Internet;S;S;Finalizada avaliada;Não Resolvida;1;
Secretaria Nacional do Consumidor;Plataforma Web;N ;TO;Luzimangues;F;entre 21 a 30 anos;2024;11;06/11/2024;08/11/2024;Google;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Dados Pessoais e Privacidade;Dificuldade de acesso a dados pessoais ou financeiros;Internet;N;S;Finalizada avaliada;Não Resolvida;1;
Secretaria Nacional do Consumidor;Plataforma Web;NE;AL;Arapiraca;M;entre 41 a 50 anos;2024;11;06/11/2024;13/11/2024;Nubank;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Atendimento / SAC;Dificuldade de contato / acesso a outros canais (exceto SAC);Internet;S;S;Finalizada avaliada;Não Resolvida;1;
Superintendência de Proteção e Defesa do Consumidor;Plataforma Web;CO;GO;Anápolis;F;entre 31 a 40 anos;2024;11;06/11/2024;11/12/2024;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;F;entre 41 a 50 anos;2024;11;06/11/2024;13/11/2024;Azul Linhas Aéreas;Transporte Aéreo;Transportes;Aéreo;Atendimento / SAC;SAC - Demanda não resolvida / não respondida / respondida após o prazo;Internet;S;S;Finalizada avaliada;Resolvida;5;
